open,close,high,low,volume,MA_20,MA_50,MA_200
20.0,20.392337194865704,20.41846101078155,19.97437879173318,1720,,,
20.392337194865704,19.91026839089995,20.469521634567226,19.834908568464027,2653,,,
19.91026839089995,19.228752749642748,19.99382805248456,19.148053281362927,6325,,,
19.228752749642748,19.54228385745853,19.636753737591693,19.135798518672672,5772,,,
19.54228385745853,20.12640967278905,20.171593231456807,19.49841165454053,3260,,,
20.12640967278905,20.05577790918657,20.15674672353237,20.02554732350242,7875,,,
20.05577790918657,20.539032787047912,20.56499426391918,20.03042726976148,3242,,,
20.539032787047912,19.38016329147627,20.606982603498352,19.31604739312365,2887,,,
19.38016329147627,19.778063926624498,19.81583605082897,19.34315107745651,7513,,,
19.778063926624498,19.96499100886074,20.067635744503185,19.676380227274635,9308,,,
19.96499100886074,19.03752566595036,20.01431507702572,18.990492926831017,7585,,,
19.03752566595036,19.407932944261745,19.44517321669105,19.000996137318133,1996,,,
19.407932944261745,19.57238862394051,19.68790832427779,19.29338389044085,4525,,,
19.57238862394051,18.666577354257125,19.65777064179696,18.585146821091108,3858,,,
18.666577354257125,19.907784758543496,19.92975808936064,18.645974013182084,3891,,,
19.907784758543496,19.67681716474604,19.978540412926584,19.60688240849093,9408,,,
19.67681716474604,19.30164253970157,19.769862845460604,19.210370945623165,3678,,,
19.30164253970157,18.748870414223823,19.34855302626441,18.70330337857772,3721,,,
18.748870414223823,17.902473284133187,18.813405711660064,17.840851361707433,6559,,,
17.902473284133187,17.987702302639583,18.07698810717625,17.813610532044198,8813,19.45638979206247,,
17.987702302639583,18.955638606923728,19.001776052859935,17.943920784131336,2318,19.38455486266537,,
18.955638606923728,20.270350619179816,20.340217567295568,18.89030315003243,5996,19.402558974079362,,
20.270350619179816,20.700594425096213,20.818643439738374,20.154755150378,4750,19.47615105785204,,
20.700594425096213,21.25102657643512,21.28355691743863,20.668906666709496,8260,19.561588193800866,,
21.25102657643512,20.87935719948953,21.32219597709872,20.809432514543868,9211,19.599235570135892,,
20.87935719948953,20.61250988433813,20.934330890238467,20.558238781395904,3236,19.62707216889347,,
20.61250988433813,20.784529115065883,20.896393354679507,20.50157146798169,8482,19.63934698529437,,
20.784529115065883,21.012600198835766,21.08410225180426,20.71380314647333,6433,19.720968830662343,,
21.012600198835766,22.19016748546222,22.238784445873677,20.966563198318408,6521,19.84157400860423,,
22.19016748546222,23.064581730746827,23.11584393079664,22.140848715321148,2583,19.996553544698536,,
23.064581730746827,23.694693193536043,23.74923594285117,23.01148943328076,2038,20.22941192107782,,
23.694693193536043,24.382320294592603,24.51473500976977,23.566012821343232,3761,20.478131288594362,,
24.382320294592603,24.9127041588055,25.020583076203245,24.27673808640441,1105,20.745147065337612,,
24.9127041588055,27.304591592532475,27.41834560342089,24.80891502097728,5560,21.177047777251378,,
27.304591592532475,28.439407825542133,28.589156969892606,27.16081788061472,10302,21.60362893060131,,
28.439407825542133,28.20951233235626,28.594156924115147,28.056014178266857,9332,22.03026368898182,,
28.20951233235626,27.127298790307137,28.321310438538056,27.01978964251143,1598,22.4215465015121,,
27.127298790307137,30.334240981633258,30.49892758715967,26.980022886565838,2991,23.00081502988257,,
30.334240981633258,31.92457343556226,31.984302282417357,30.27748754567225,7781,23.701920037454023,,
31.92457343556226,31.173698941390715,32.06106880108464,31.040413983322967,9102,24.361219869391583,,
31.173698941390715,31.71938944503856,31.89889511260677,30.99728143345789,5635,24.99940741129732,,
31.71938944503856,30.00373929189641,31.761112980513342,29.9642725145522,9158,25.48607684493315,,
30.00373929189641,31.08619805345624,31.17802854221748,29.9151064510742,4363,26.005357026351152,,
31.08619805345624,30.787456572788496,31.22613202012821,30.64886738556904,6504,26.48217852616882,,
30.787456572788496,30.94771997131649,31.00162164783008,30.733834027205152,2805,26.98559666476017,,
30.94771997131649,30.829750138748366,31.07315891161379,30.704789360034475,4191,27.496458677480682,,
30.829750138748366,31.09759709192287,31.204400046271985,30.723867089748463,5272,28.012112076323536,,
31.09759709192287,31.762466954949037,31.94572939518807,30.918170804389234,1478,28.549605414129196,,
31.762466954949037,33.023992185806804,33.2035601076766,31.589758575160545,10202,29.091296649146425,,
33.023992185806804,33.79213159539765,33.886384985560966,32.931881298648,6310,29.627674142378964,23.828052690608036,
33.79213159539765,33.56195463428683,33.912044391553536,33.442858630730704,8780,30.121037214416504,24.09144503939646,
33.56195463428683,31.084770392628545,33.619388357421954,31.03157581216077,6878,30.4561597193183,24.314935079431034,
31.084770392628545,30.47135642225144,31.13833898166323,30.418844933541838,6133,30.734092332490597,24.539787152883203,
30.47135642225144,30.979998454957528,31.05765627253111,30.394973621855268,3962,30.91786267561185,24.76854144483319,
30.979998454957528,28.16177400689072,31.073920749515505,28.07639574460978,4992,30.903980984679283,24.929248731515223,
28.16177400689072,28.718859259151262,28.77954048865582,28.102269865157687,8306,30.929448331019035,25.102510358514515,
28.718859259151262,29.68218202521884,29.846178788405343,28.56018494211797,1212,31.05719249276462,25.28537334327793,
29.68218202521884,30.786801880512044,30.86876812662676,29.60315669980363,4940,31.079820537708553,25.513506115058643,
30.786801880512044,32.205692441126544,32.25421023312911,30.74042164345323,4076,31.09387648798677,25.76205868534869,
